-1092.5,1212.5,
643.502,1212.5,
-1118.5,1200.5,
-872.497,1192.5,
346.5,1192.49,
-1316.5,1188.5,
-1068.5,1186.5,
-526.502,1188.49,
445.748,1178.04,
-446.471,1173.45,
-424.926,1169.67,
-1605.5,1167.5,
-446.384,1173,
-425.469,1164.12,
825.5,1159.5,
-128.496,1156.51,
-1447.5,1150.5,
-444.499,1145.5,
-218.505,1143.5,
-63.4996,1140.5,
-1536.5,1127.5,
-282.497,1112.5,
1339.5,1112.5,
-1124.5,1108.51,
-955.501,1108.5,
-1546.17,1104.33,
18.494,1106.51,
-684.501,1102.51,
-1357.5,1099.5,
-1547,1102.23,
-1523.95,1093.5,
-26.4996,1091.5,
-211.506,1087.5,
-1004.49,1083.51,
835.505,1080.5,
83.506,1075.5,
-642.503,1069.5,
-77.4982,1063.5,
745.501,1060.5,
558.504,1055.5,
-841.499,1054.5,
-750.506,1052.51,
-546.498,1050.5,
225.492,1039.5,
-0.67395,1032.84,
-48.504,1033.5,
131.498,1029.5,
907.496,1030.5,
-159.495,1028.5,
-332.494,1026.5,
-1194.51,1024.5,
0.871704,1030.65,
-944.5,1022.5,
-1032.5,1015.5,
-410.496,1013.5,
-75.5056,1001.5,
-325.498,998.499,
-116.5,995.506,
-1422.5,990.505,
-34.5071,988.496,
480.503,987.505,
-958.504,986.496,
-1140.5,985.499,
-133.507,975.497,
1454.5,970.495,
-491.504,968.499,
-150.498,962.505,
-1151.5,960.496,
885.499,935.497,
-1394.5,934.496,
-223.499,934.502,
-159.503,934.493,
-549.502,931.503,
255.499,931.498,
-102.497,924.499,
-161.881,929.266,
938.502,921.499,
633.499,919.498,
428.502,913.507,
1301.5,913.501,
-616.505,909.509,
8.50146,909.501,
1066.5,908.507,
-539.499,907.501,
-314.497,907.505,
291.034,905.489,
305.672,906.164,
-514.503,900.496,
-554.496,887.499,
109.5,883.5,
450.503,874.497,
-314.5,870.498,
276.5,866.499,
-1162.51,864.496,
-448.507,861.5,
240.5,860.502,
-635.5,855.501,
454.496,853.494,
822.508,853.503,
630.503,852.503,
324.502,847.497,
-200.006,844.451,
1238.5,846.496,
-350.497,843.497,
177.503,838.5,
-582.499,832.496,
-1071.5,829.502,
-1272.5,815.509,
1563.5,814.504,
-1016.5,813.501,
152.505,813.495,
1510.5,803.5,
-904.501,797.504,
1122.5,797.498,
74.4902,795.506,
-1291.5,794.502,
-705.506,793.502,
-1543.5,790.499,
-472.493,781.502,
1035.51,780.499,
-1617.5,767.51,
-515.5,767.491,
944.5,764.504,
-1180.5,759.503,
-730.507,747.5,
339.502,746.501,
-106.506,743.499,
126.506,743.493,
924.504,741.502,
349.138,734.563,
-1153.5,728.503,
-582.498,726.498,
-1578.5,723.496,
183.498,719.499,
-681.501,720.502,
-271.507,714.507,
696.496,708.493,
-75.4905,705.494,
289.503,702.504,
1554.5,695.502,
177.499,689.501,
1169.5,689.498,
-1532.5,686.494,
1448.5,685.502,
124.5,677.5,
-35.5042,670.5,
1240.49,664.503,
1085.51,664.503,
-664.501,652.499,
800.497,652.502,
698.5,650.498,
-1436.5,645.501,
-996.497,644.493,
1173.5,634.494,
345.503,633.507,
835.501,631.506,
-1176.5,627.499,
-1211.5,624.493,
-864.495,623.497,
-1477.5,620.496,
107.502,614.496,
1368.5,612.498,
-830.498,607.494,
-299.507,602.5,
-1006.5,597.501,
1328.5,587.499,
-839.506,582.498,
462.496,581.499,
-203.496,578.504,
565.496,571.498,
781.497,570.505,
-162.506,560.5,
-361.505,549.509,
-1533.5,542.503,
-1390.5,539.494,
-266.507,531.497,
345.491,524.5,
806.501,520.497,
-1482.49,517.502,
651.504,513.499,
1305.83,507.466,
1316.63,506.672,
-1607.5,492.5,
-1523.51,492.5,
-1497.49,485.494,
750.496,481.502,
59.5009,475.499,
-1555.49,475.492,
1610.5,474.501,
1224.5,461.506,
532.498,457.503,
1526.5,457.492,
-1110.51,456.503,
403.499,455.509,
-751.498,453.497,
-1547.5,447.504,
171.501,437.497,
1270.49,435.507,
-1109.5,433.5,
1155.5,425.499,
1233.32,419.776,
-966.502,420.492,
-1119.18,420.37,
-601.501,410.493,
1233.99,417.534,
490.502,408.491,
-1142.5,402.498,
921.5,399.499,
35.9513,394.732,
-841.496,393.496,
1186.5,389.499,
914.335,391.737,
467.494,384.493,
187.497,378.5,
561.499,376.501,
-692.5,373.503,
-1195.49,369.505,
895.505,369.503,
940.505,368.504,
-1111.5,364.497,
-1500.51,359.496,
-399.498,350.497,
389.509,341.499,
1005.5,339.502,
498.496,337.502,
-1311.5,330.495,
298.176,328.158,
-223.503,329.498,
-744.5,325.509,
301.723,326.532,
1400.5,309.504,
269.497,305.501,
779.499,306.501,
36.4987,297.497,
-475.499,294.502,
992.498,291.496,
