-482.275,1112.89,
-123.019,1099.56,
893.673,1089.7,
-906.168,1083.77,
-75.6082,965.657,
-1167.54,946.513,
-880.971,925.528,
927.589,867.406,
-1208.36,856.421,
-189.984,837.369,
-1438.75,831.289,
-587.668,830.081,
-1482.71,731.883,
-1111.29,710.125,
-770.842,641.139,
543.927,529.794,
-1320.6,468.398,
1396.34,413.287,
-1133.44,348.421,
-1545.91,222.812,
-1386.86,168.785,
-887.175,85.6188,
-1049.48,79.7341,
-1607.16,47.7735,
-1107.58,40.6836,
-921.23,-29.2608,
595.372,-73.3355,
-476.454,-248.013,
-320.116,-433.512,
391.746,-449.316,
-1491.85,-461.189,
-1145.16,-576.535,
-869.807,-624.848,
-1373.71,-674.684,
-555.423,-886.986,
-971.287,-964.225,
1193.21,-969.261,
-872.17,-1033.32,
543.923,-1056.56,
369.961,-1133.7,
-389.996,-1223.77,
