1124.05,1218.39,
748.225,1184.05,
-724.524,1161.89,
-1170.44,1144.91,
-1523.74,1085.08,
-813.582,1081.0,
285.03,1071.01,
1633.93,1065.97,
-1475.54,1051.11,
590.001,1027.54,
309.982,1005.76,
1101.93,988.361,
-416.046,988.426,
1179.91,928.873,
937.739,926.299,
175.677,905.158,
-1267.97,856.997,
280.041,846.208,
1587.85,800.553,
-742.676,739.207,
1096.87,654.363,
-1107.05,653.099,
1496.51,642.89,
1256.31,641.612,
1531.38,610.902,
794.926,609.006,
-136.501,519.384,
1466.85,470.278,
-352.016,409.673,
937.713,388.357,
1587.64,271.084,
1191.4,223.452,
857.875,-1.36,
-1188.76,-108.841,
1098.27,-124.265,
956.124,-140.498,
-526.798,-281.518,
-1151.22,-295.074,
1408.99,-345.806,
-1585.23,-484.607,
-204.863,-564.569,
393.753,-648.428,
1192.88,-757.725,
-1211.27,-947.023,
637.615,-1097.94,
861.498,-1114.14,
