-1451.5,1198.5,
1564.49,1196.5,
-552.501,1187.51,
-12.4928,1180.49,
727.503,1166.5,
-638.489,1160.49,
-365.507,1158.5,
764.501,1147.48,
-683.501,1145.5,
94.512,1144.5,
-391.5,1137.5,
1367.49,1133.49,
798.508,1116.49,
558.487,1110.51,
104.157,1100.51,
892.508,1095.49,
-528.5,1092.49,
1.50281,1088.5,
-438.485,1085.52,
-212.491,1071.49,
390.506,1068.51,
-759.48,1049.48,
870.523,1048.5,
483.482,1038.5,
-1240.52,1037.51,
1032.5,1033.5,
107.495,1024.49,
698.498,1019.5,
993.511,1019.5,
143.497,1018.49,
447.503,1014.51,
1299.5,1010.49,
-1392.51,1008.49,
993.505,1013.4,
-189.504,1002.5,
131.079,1003.27,
-46.4963,999.496,
1344.5,992.497,
-1377.5,991.492,
666.501,979.497,
1236.53,971.486,
-1241.49,969.504,
724.481,969.501,
-502.506,963.5,
-225.503,963.507,
1019.49,961.506,
-1052.51,955.506,
-52.4934,943.503,
631.504,938.512,
-449.493,935.505,
656.49,927.492,
-575.499,918.503,
-1161.5,917.502,
-138.494,917.512,
1078.49,915.488,
1470.49,915.506,
128.491,911.493,
13.5026,881.503,
-226.499,881.508,
-431.494,871.492,
1209.5,871.484,
327.501,867.518,
-595.5,864.498,
-591.77,860.713,
986.5,850.491,
-226.486,843.486,
1116.5,841.485,
-940.494,829.508,
-1054.5,825.492,
-143.505,816.495,
-366.502,812.501,
-1173.52,807.492,
418.5,805.502,
103.493,804.509,
1166.5,794.492,
85.4994,781.492,
1176.77,782.681,
952.502,778.498,
806.514,773.508,
-150.495,771.509,
-280.52,768.501,
531.512,767.501,
125.507,759.513,
552.505,756.489,
-140.498,749.493,
1153.51,737.51,
-562.493,719.487,
549.496,719.507,
-1168.51,715.491,
905.512,713.499,
-591.507,710.496,
1167.49,708.485,
34.5,703.493,
932.493,702.503,
-151.491,692.493,
-32.5067,672.495,
432.489,666.493,
-181.509,654.502,
1218.5,646.495,
-78.5,640.499,
678.5,631.509,
1566.5,631.499,
304.507,628.492,
-555.511,619.509,
516.499,612.481,
-262.498,605.488,
-1557.49,603.505,
822.513,603.489,
-292.493,595.512,
649.499,595.506,
-1500.5,584.487,
-78.4943,576.485,
-829.509,574.498,
-236.498,572.5,
1083.51,569.501,
1290.5,565.498,
-899.507,553.503,
493.504,546.486,
-1004.5,542.494,
147.511,538.494,
-923.502,536.485,
-593.501,533.496,
-963.505,531.489,
-944.495,525.503,
1023.49,496.505,
1195.5,494.5,
-775.493,492.511,
372.491,490.488,
-511.497,489.503,
-108.501,489.499,
-732.509,476.506,
868.479,469.487,
-983.497,462.509,
312.513,459.501,
-1054.5,455.498,
1048.5,440.501,
457.504,435.505,
-926.498,430.487,
1097.5,429.518,
-535.493,418.512,
45.5117,411.501,
-228.507,402.485,
75.4955,398.5,
-197.496,393.5,
1105.51,389.49,
439.503,376.509,
-821.492,366.503,
-168.496,364.504,
61.4984,363.505,
919.512,360.498,
375.496,359.496,
-731.502,350.511,
-43.5066,348.515,
1343.49,341.5,
864.504,340.499,
-708.51,316.508,
43.4425,311.22,
43.619,310.824,
-171.492,298.499,
242.5,299.508,
573.495,297.502,
-1027.48,293.485,
744.496,283.504,
906.501,273.491,
-116.509,271.499,
560.606,266.751,
994.506,269.509,
560.669,266.361,
443.503,252.493,
-389.485,249.511,
542.798,244.934,
198.498,234.493,
506.507,233.502,
1527.5,231.505,
721.5,220.486,
-478.495,218.505,
531.475,213.496,
842.499,208.487,
-456.5,203.5,
215.501,198.506,
1490.49,186.508,
419.516,183.503,
-31.4923,172.494,
-1305.3,168.512,
-825.523,165.499,
1610.51,145.494,
-515.51,135.491,
1503.48,131.492,
1296.51,121.496,
-1401.5,115.502,
-958.501,109.489,
923.524,103.478,
423.885,101.689,
-265.495,100.488,
-956.215,102.799,
924.069,102.487,
423.903,101.622,
1127.48,91.5012,
168.497,85.4945,
223.508,78.4982,
1449.5,75.499,
626.487,61.4967,
1497.5,57.6208,
-343.499,50.4888,
1497.5,55.2107,
521.497,46.4896,
-1145.5,32.5065,
-574.493,27.5096,
-618.485,22.4993,
1305,20.5122,
-422.507,18.4938,
-34.4796,14.5021,
-146.513,13.4973,
1201.5,12.5044,
-369.483,4.50708,
1387.51,-11.5209,
-1448.5,-14.5073,
-414.351,-15.6854,
-346.516,-24.5101,
-412.013,-20.0386,
437.505,-27.4873,
-166.489,-31.5117,
207.498,-34.481,
308.497,-36.5007,
1079.5,-35.485,
-437.498,-46.5,
-181.509,-49.4913,
1000.5,-54.5133,
-1445.51,-55.5083,
-686.496,-57.4891,
-782.501,-61.5076,
-28.5095,-62.5013,
-112.498,-63.4987,
-317.497,-64.4923,
1454.5,-65.496,
-455.485,-67.5079,
949.496,-68.4972,
-389.508,-69.4926,
-264.491,-80.5063,
972.512,-80.4932,
-1434.5,-85.4985,
659.506,-85.5139,
814.506,-87.5042,
